"Country or Area Code";"Country or Area";"Year";"Value";"Value Footnotes"
"PAK";"Pakistan";"2001";"30.4";"1"
"PAK";"Pakistan";"1998";"33.1";"1"
"PAK";"Pakistan";"1996";"28.7";"1"
"PAK";"Pakistan";"1990";"33.2";"1"
"PAK";"Pakistan";"1987";"33.3";"1"
"PAN";"Panama";"2016";"50.4";"5"
"PAN";"Panama";"2015";"50.8";"5"
"PAN";"Panama";"2014";"50.6";"5"
"PAN";"Panama";"2013";"51.5";"5"
"PAN";"Panama";"2012";"51.8";"5"
"PAN";"Panama";"2011";"51.4";"5"
"PAN";"Panama";"2010";"51.7";"5"
"PAN";"Panama";"2009";"51.9";"5"
"PAN";"Panama";"2008";"53.4";"5"
"PAN";"Panama";"2007";"52.8";"5"
"PAN";"Panama";"2006";"54.7";"5"
"PAN";"Panama";"2005";"53.9";"5"
"PAN";"Panama";"2004";"54.9";"5"
"PAN";"Panama";"2003";"55.8";"5"
"PAN";"Panama";"2002";"56.2";"5"
"PAN";"Panama";"2001";"56.9";"5"
"PAN";"Panama";"2000";"56.8";"5"
"PAN";"Panama";"1999";"56.5";"5"
"PAN";"Panama";"1998";"57.5";"5"
"PAN";"Panama";"1997";"58.2";"5"
"PAN";"Panama";"1995";"57.8";"5"
"PAN";"Panama";"1991";"58.2";"5"
"PAN";"Panama";"1989";"58.9";"5"
"PAN";"Panama";"1979";"48.7";"6"
"PNG";"Papua New Guinea";"2009";"41.9";"1"
"PNG";"Papua New Guinea";"1996";"55.4";"1"
"PRY";"Paraguay";"2016";"47.9";"5"
"PRY";"Paraguay";"2015";"47.6";"5"
"PRY";"Paraguay";"2014";"50.7";"5"
"PRY";"Paraguay";"2013";"47.9";"5"
"PRY";"Paraguay";"2012";"47.6";"5"
"PRY";"Paraguay";"2011";"52.3";"5"
"PRY";"Paraguay";"2010";"51";"5"
"PRY";"Paraguay";"2009";"49.1";"5"
"PRY";"Paraguay";"2008";"50.7";"5"
"PRY";"Paraguay";"2007";"53";"5"
"PRY";"Paraguay";"2006";"53";"5"
"PRY";"Paraguay";"2005";"51.4";"5"
"PRY";"Paraguay";"2004";"52.3";"5"
"PRY";"Paraguay";"2003";"54.9";"5"
"PRY";"Paraguay";"2002";"57.3";"5"
"PRY";"Paraguay";"2001";"54.6";"5"
"PRY";"Paraguay";"1999";"54.6";"5"
"PRY";"Paraguay";"1997";"54.9";"5"
"PRY";"Paraguay";"1995";"58.2";"5"
"PRY";"Paraguay";"1990";"40.8";"5"
"PER";"Peru";"2016";"43.8";"5"
"PER";"Peru";"2015";"43.5";"5"
"PER";"Peru";"2014";"43.4";"5"
"PER";"Peru";"2013";"44.1";"5"
"PER";"Peru";"2012";"44.7";"5"
"PER";"Peru";"2011";"44.9";"5"
"PER";"Peru";"2010";"45.7";"5"
"PER";"Peru";"2009";"47.3";"5"
"PER";"Peru";"2008";"47.8";"5"
"PER";"Peru";"2007";"50.4";"5"
"PER";"Peru";"2006";"50.5";"5"
"PER";"Peru";"2005";"50.8";"5"
"PER";"Peru";"2004";"50.3";"5"
"PER";"Peru";"2003";"53.5";"5"
"PER";"Peru";"2002";"53.8";"5"
"PER";"Peru";"2001";"51.5";"5"
"PER";"Peru";"2000";"49.4";"5"
"PER";"Peru";"1999";"56.3";"5"
"PER";"Peru";"1998";"56.1";"5"
"PER";"Peru";"1997";"53.7";"5"
"PHL";"Philippines";"2015";"40.1";"1"
"PHL";"Philippines";"2012";"42.2";"1"
"PHL";"Philippines";"2009";"41.8";"1"
"PHL";"Philippines";"2006";"42.9";"1"
"PHL";"Philippines";"2003";"41.5";"1"
"PHL";"Philippines";"2000";"42.8";"1"
"PHL";"Philippines";"1997";"46";"1"
"PHL";"Philippines";"1994";"42.9";"2"
"PHL";"Philippines";"1991";"43.8";"2"
"PHL";"Philippines";"1988";"40.7";"1"
"PHL";"Philippines";"1985";"41";"2"
"POL";"Poland";"2015";"31.8";"1"
"POL";"Poland";"2014";"32.1";"1"
"POL";"Poland";"2013";"32.5";"1"
"POL";"Poland";"2012";"32.4";"1"
"POL";"Poland";"2011";"32.8";"1"
"POL";"Poland";"2010";"33.2";"1"
"POL";"Poland";"2009";"33.6";"1"
"POL";"Poland";"2008";"33.7";"1"
"POL";"Poland";"2007";"33.5";"1"
"POL";"Poland";"2006";"33.7";"1"
"POL";"Poland";"2005";"34.5";"1"
"POL";"Poland";"2004";"35.4";"1"
"POL";"Poland";"2003";"34.9";"1"
"POL";"Poland";"2002";"34.1";"1"
"POL";"Poland";"2001";"32.8";"1"
"POL";"Poland";"2000";"33";"1"
"POL";"Poland";"1999";"32.6";"1"
"POL";"Poland";"1998";"32.3";"1"
"POL";"Poland";"1996";"32.7";"2"
"POL";"Poland";"1993";"26.7";"2"
"PRT";"Portugal";"2015";"35.5";"5"
"PRT";"Portugal";"2014";"35.6";"5"
"PRT";"Portugal";"2013";"36.2";"5"
"PRT";"Portugal";"2012";"36";"5"
"PRT";"Portugal";"2011";"36.3";"5"
"PRT";"Portugal";"2010";"35.8";"5"
"PRT";"Portugal";"2009";"34.9";"5"
"PRT";"Portugal";"2008";"36.6";"5"
"PRT";"Portugal";"2007";"36.7";"5"
"PRT";"Portugal";"2006";"38.1";"5"
"PRT";"Portugal";"2005";"38.5";"5"
"PRT";"Portugal";"2004";"38.9";"5"
"PRT";"Portugal";"2003";"38.7";"5"
"ROU";"Romania";"2016";"28.3";"1"
"ROU";"Romania";"2013";"27.5";"1"
"ROU";"Romania";"2012";"27.3";"1"
"ROU";"Romania";"2011";"27.2";"1"
"ROU";"Romania";"2010";"28.2";"1"
"ROU";"Romania";"2009";"28.2";"1"
"ROU";"Romania";"2008";"29.6";"1"
"ROU";"Romania";"2007";"30.2";"1"
"ROU";"Romania";"2006";"30.5";"1"
"ROU";"Romania";"2005";"29.8";"1"
"ROU";"Romania";"2004";"30";"1"
"ROU";"Romania";"2003";"29.9";"1"
"ROU";"Romania";"2002";"30.2";"1"
"ROU";"Romania";"2001";"29.4";"1"
"ROU";"Romania";"2000";"29.3";"1"
"ROU";"Romania";"1999";"29.4";"1"
"ROU";"Romania";"1998";"31.1";"1"
"RUS";"Russia";"2015";"37.7";"1"
"RUS";"Russia";"2014";"39.9";"1"
"RUS";"Russia";"2013";"40.9";"1"
"RUS";"Russia";"2012";"40.7";"1"
"RUS";"Russia";"2011";"39.7";"1"
"RUS";"Russia";"2010";"39.5";"1"
"RUS";"Russia";"2009";"39.8";"1"
"RUS";"Russia";"2008";"41.6";"1"
"RUS";"Russia";"2007";"42.3";"1"
"RUS";"Russia";"2006";"41";"1"
"RUS";"Russia";"2005";"41.3";"1"
"RUS";"Russia";"2004";"40.3";"1"
"RUS";"Russia";"2003";"40";"1"
"RUS";"Russia";"2002";"37.3";"1"
"RUS";"Russia";"2001";"36.9";"1"
"RUS";"Russia";"2000";"37.1";"1"
"RUS";"Russia";"1999";"37.4";"1"
"RUS";"Russia";"1998";"38.1";"1"
"RUS";"Russia";"1997";"38.4";"1"
"RUS";"Russia";"1996";"46.1";"2"
"RUS";"Russia";"1993";"48.4";"2"
"RWA";"Rwanda";"2013";"50.4";"1"
"RWA";"Rwanda";"2010";"51.3";"1"
"RWA";"Rwanda";"2005";"52";"1"
"RWA";"Rwanda";"2000";"48.5";"1"
"RWA";"Rwanda";"1984";"28.9";"2"
"STP";"Ṣo Tom̩ and Principe";"2010";"30.8";"1"
"STP";"Ṣo Tom̩ and Principe";"2000";"32.1";"1"
"WSM";"Samoa";"2008";"42";"1"
"SEN";"Senegal";"2011";"40.3";"1"
"SEN";"Senegal";"2005";"39.2";"1"
"SEN";"Senegal";"2001";"41.2";"1"
"SEN";"Senegal";"1994";"41.4";"2"
"SEN";"Senegal";"1991";"54.1";"2"
"SRB";"Serbia";"2015";"28.5";"1"
"SRB";"Serbia";"2013";"29";"1"
"SRB";"Serbia";"2010";"29";"1"
"SRB";"Serbia";"2009";"28";"1"
"SRB";"Serbia";"2008";"27.6";"1"
"SRB";"Serbia";"2007";"28.7";"1"
"SRB";"Serbia";"2006";"29.7";"1"
"SRB";"Serbia";"2005";"36.5";"1"
"SRB";"Serbia";"2004";"35.5";"1"
"SRB";"Serbia";"2003";"32.8";"1"
"SRB";"Serbia";"2002";"32";"1"
"SYC";"Seychelles";"2013";"46.8";"5"
"SLE";"Sierra Leone";"2011";"34";"1"
"SLE";"Sierra Leone";"2003";"40.2";"1"
"SVK";"Slovak Republic";"2015";"26.5";"5"
"SVK";"Slovak Republic";"2014";"26.1";"5"
"SVK";"Slovak Republic";"2013";"28.1";"5"
"SVK";"Slovak Republic";"2012";"26.1";"5"
"SVK";"Slovak Republic";"2011";"26.5";"5"
"SVK";"Slovak Republic";"2010";"27.3";"5"
"SVK";"Slovak Republic";"2009";"27.2";"5"
"SVK";"Slovak Republic";"2008";"26";"5"
"SVK";"Slovak Republic";"2007";"24.7";"5"
"SVK";"Slovak Republic";"2006";"25.8";"5"
"SVK";"Slovak Republic";"2005";"29.3";"5"
"SVK";"Slovak Republic";"2004";"27.1";"5"
"SVK";"Slovak Republic";"1996";"25.8";"6"
"SVN";"Slovenia";"2015";"25.4";"5"
"SVN";"Slovenia";"2014";"25.7";"5"
"SVN";"Slovenia";"2013";"26.2";"5"
"SVN";"Slovenia";"2012";"25.6";"5"
"SVN";"Slovenia";"2011";"24.9";"5"
"SVN";"Slovenia";"2010";"24.9";"5"
"SVN";"Slovenia";"2009";"24.8";"5"
"SVN";"Slovenia";"2008";"23.7";"5"
"SVN";"Slovenia";"2007";"24.4";"5"
"SVN";"Slovenia";"2006";"24.4";"5"
"SVN";"Slovenia";"2005";"24.6";"5"
"SVN";"Slovenia";"2004";"24.8";"5"
"SVN";"Slovenia";"1993";"29.2";"6"
"SLB";"Solomon Islands";"2013";"37.1";"1"
"SLB";"Solomon Islands";"2005";"46.1";"1"
"ZAF";"South Africa";"2014";"63";"1"
"ZAF";"South Africa";"2010";"63.4";"1"
"ZAF";"South Africa";"2008";"63";"1"
"ZAF";"South Africa";"2005";"64.8";"1"
"ZAF";"South Africa";"2000";"57.8";"2"
"ZAF";"South Africa";"1996";"60.7";"1"
"ZAF";"South Africa";"1993";"59.3";"2"
"SSD";"South Sudan";"2009";"46.3";"8"
"ESP";"Spain";"2015";"36.2";"5"
"ESP";"Spain";"2014";"36.1";"5"
"ESP";"Spain";"2013";"36.2";"5"
"ESP";"Spain";"2012";"35.4";"5"
"ESP";"Spain";"2011";"35.7";"5"
"ESP";"Spain";"2010";"35.2";"5"
"ESP";"Spain";"2009";"34.9";"5"
"ESP";"Spain";"2008";"34.2";"5"
"ESP";"Spain";"2007";"34.1";"5"
"ESP";"Spain";"2006";"33.5";"5"
"ESP";"Spain";"2005";"32.4";"5"
"ESP";"Spain";"2004";"33.3";"5"
"ESP";"Spain";"2003";"31.8";"5"
"LKA";"Sri Lanka";"2016";"39.8";"1"
"LKA";"Sri Lanka";"2012";"39.2";"1"
"LKA";"Sri Lanka";"2009";"36.4";"1"
"LKA";"Sri Lanka";"2006";"40.3";"1"
"LKA";"Sri Lanka";"2002";"41";"1"
"LKA";"Sri Lanka";"1995";"35.4";"1"
"LKA";"Sri Lanka";"1990";"32.4";"1"
"LKA";"Sri Lanka";"1985";"32.5";"2"
"LCA";"St. Lucia";"1995";"42.6";"6"
"SDN";"Sudan";"2009";"35.4";"1"
"SUR";"Suriname";"1999";"57.6";"5"
"SWZ";"Swaziland";"2009";"51.5";"1"
"SWZ";"Swaziland";"2000";"53.1";"1"
"SWZ";"Swaziland";"1994";"60.5";"2"
"SWE";"Sweden";"2015";"29.2";"5"
"SWE";"Sweden";"2014";"28.4";"5"
"SWE";"Sweden";"2013";"27.8";"5"
"SWE";"Sweden";"2012";"27.1";"5"
"SWE";"Sweden";"2011";"26.9";"5"
"SWE";"Sweden";"2010";"26.5";"5"
"SWE";"Sweden";"2009";"26.3";"5"
"SWE";"Sweden";"2008";"26.8";"5"
"SWE";"Sweden";"2007";"26.4";"5"
"SWE";"Sweden";"2006";"26.4";"5"
"SWE";"Sweden";"2005";"26.8";"5"
"SWE";"Sweden";"2004";"26.1";"5"
"SWE";"Sweden";"2003";"25.3";"5"
"CHE";"Switzerland";"2014";"32.5";"5"
"CHE";"Switzerland";"2013";"32.5";"5"
"CHE";"Switzerland";"2012";"31.6";"5"
"CHE";"Switzerland";"2011";"31.7";"5"
"CHE";"Switzerland";"2010";"32.6";"5"
"CHE";"Switzerland";"2009";"32.9";"5"
"CHE";"Switzerland";"2008";"33.8";"5"
"CHE";"Switzerland";"2007";"34.3";"5"
"CHE";"Switzerland";"2006";"33.9";"5"
"SYR";"Syrian Arab Republic";"2004";"35.8";"8"
"TJK";"Tajikistan";"2015";"34";"1"
"TJK";"Tajikistan";"2009";"30.8";"1"
"TJK";"Tajikistan";"2007";"32.2";"1"
"TJK";"Tajikistan";"2004";"33.6";"1"
"TJK";"Tajikistan";"2003";"32.7";"1"
"TJK";"Tajikistan";"1999";"29.5";"1"
"TZA";"Tanzania";"2011";"37.8";"1"
"TZA";"Tanzania";"2007";"40.3";"1"
"TZA";"Tanzania";"2000";"37.3";"1"
"TZA";"Tanzania";"1991";"35.3";"1"
"THA";"Thailand";"2013";"37.8";"1"
"THA";"Thailand";"2012";"39.3";"1"
"THA";"Thailand";"2011";"37.5";"1"
"THA";"Thailand";"2010";"39.4";"1"
"THA";"Thailand";"2009";"39.6";"1"
"THA";"Thailand";"2008";"40.3";"1"
"THA";"Thailand";"2007";"39.8";"1"
"THA";"Thailand";"2006";"41.8";"1"
"THA";"Thailand";"2004";"42.5";"1"
"THA";"Thailand";"2002";"41.9";"1"
"THA";"Thailand";"2000";"42.8";"1"
"THA";"Thailand";"1999";"43.1";"1"
"THA";"Thailand";"1998";"41.5";"1"
"THA";"Thailand";"1996";"42.9";"1"
"THA";"Thailand";"1994";"43.5";"1"
"THA";"Thailand";"1992";"47.9";"1"
"THA";"Thailand";"1990";"45.3";"1"
"THA";"Thailand";"1988";"43.8";"2"
"THA";"Thailand";"1981";"45.2";"2"
"GMB";"The Gambia";"2015";"35.9";"1"
"GMB";"The Gambia";"2010";"43.6";"1"
"GMB";"The Gambia";"2003";"47.3";"1"
"GMB";"The Gambia";"1998";"48.5";"1"
"TLS";"Timor-Leste";"2014";"28.7";"1"
"TLS";"Timor-Leste";"2007";"27.8";"1"
"TLS";"Timor-Leste";"2001";"35.9";"1"
"TGO";"Togo";"2015";"43.1";"1"
"TGO";"Togo";"2011";"46";"1"
"TGO";"Togo";"2006";"42.2";"1"
"TON";"Tonga";"2009";"37.5";"1"
"TON";"Tonga";"2001";"37.7";"1"
"TTO";"Trinidad and Tobago";"1992";"40.3";"6"
"TTO";"Trinidad and Tobago";"1988";"42.6";"6"
"TUN";"Tunisia";"2010";"35.8";"1"
"TUN";"Tunisia";"2005";"37.7";"1"
"TUN";"Tunisia";"2000";"40.8";"2"
"TUN";"Tunisia";"1995";"41.7";"2"
"TUN";"Tunisia";"1990";"40.2";"2"
"TUN";"Tunisia";"1985";"43.4";"2"
"TUR";"Turkey";"2016";"41.9";"1"
"TUR";"Turkey";"2015";"42.9";"1"
"TUR";"Turkey";"2014";"41.2";"1"
"TUR";"Turkey";"2013";"40.2";"1"
"TUR";"Turkey";"2012";"40.2";"1"
"TUR";"Turkey";"2011";"40";"1"
"TUR";"Turkey";"2010";"38.8";"1"
"TUR";"Turkey";"2009";"39";"1"
"TUR";"Turkey";"2008";"39";"1"
"TUR";"Turkey";"2007";"38.4";"1"
"TUR";"Turkey";"2006";"39.6";"1"
"TUR";"Turkey";"2005";"42.6";"1"
"TUR";"Turkey";"2004";"41.3";"1"
"TUR";"Turkey";"2003";"42.2";"1"
"TUR";"Turkey";"2002";"41.4";"1"
"TUR";"Turkey";"1994";"41.3";"2"
"TUR";"Turkey";"1987";"43.5";"2"
"TKM";"Turkmenistan";"1998";"40.8";"9"
"TUV";"Tuvalu";"2010";"39.1";"1"
"UGA";"Uganda";"2012";"41";"1"
"UGA";"Uganda";"2009";"44.2";"1"
"UGA";"Uganda";"2005";"42.9";"1"
"UGA";"Uganda";"2002";"45.2";"1"
"UGA";"Uganda";"1999";"43";"1"
"UGA";"Uganda";"1996";"39";"1"
"UGA";"Uganda";"1992";"41.4";"1"
"UGA";"Uganda";"1989";"44.4";"2"
"UKR";"Ukraine";"2016";"25";"1"
"UKR";"Ukraine";"2015";"25.5";"1"
"UKR";"Ukraine";"2014";"24";"1"
"UKR";"Ukraine";"2013";"24.6";"1"
"UKR";"Ukraine";"2012";"24.7";"1"
"UKR";"Ukraine";"2011";"24.6";"1"
"UKR";"Ukraine";"2010";"24.8";"1"
"UKR";"Ukraine";"2009";"25.3";"1"
"UKR";"Ukraine";"2008";"26.6";"1"
"UKR";"Ukraine";"2007";"27";"1"
"UKR";"Ukraine";"2006";"29.8";"1"
"UKR";"Ukraine";"2005";"29";"1"
"UKR";"Ukraine";"2004";"28.9";"1"
"UKR";"Ukraine";"2003";"28.7";"1"
"UKR";"Ukraine";"2002";"29";"1"
"UKR";"Ukraine";"1996";"35.2";"1"
"UKR";"Ukraine";"1995";"39.3";"2"
"GBR";"United Kingdom";"2015";"33.2";"5"
"GBR";"United Kingdom";"2014";"34";"5"
"GBR";"United Kingdom";"2013";"33.2";"5"
"GBR";"United Kingdom";"2012";"32.3";"5"
"GBR";"United Kingdom";"2011";"33.2";"5"
"GBR";"United Kingdom";"2010";"34.4";"5"
"GBR";"United Kingdom";"2009";"34.3";"5"
"GBR";"United Kingdom";"2008";"34.1";"5"
"GBR";"United Kingdom";"2007";"35.7";"5"
"GBR";"United Kingdom";"2006";"34.6";"5"
"GBR";"United Kingdom";"2005";"34.3";"5"
"GBR";"United Kingdom";"2004";"36";"5"
"USA";"United States";"2016";"41.5";"5"
"USA";"United States";"2013";"41";"5"
"USA";"United States";"2010";"40.4";"5"
"USA";"United States";"2007";"41.1";"5"
"USA";"United States";"2004";"40.5";"5"
"USA";"United States";"2000";"40.4";"5"
"USA";"United States";"1997";"40.8";"5"
"USA";"United States";"1994";"40.2";"5"
"USA";"United States";"1991";"38.2";"5"
"USA";"United States";"1986";"37.5";"5"
"USA";"United States";"1979";"34.6";"5"
"URY";"Uruguay";"2016";"39.7";"5"
"URY";"Uruguay";"2015";"40.2";"5"
"URY";"Uruguay";"2014";"40.1";"5"
"URY";"Uruguay";"2013";"40.5";"5"
"URY";"Uruguay";"2012";"39.9";"5"
"URY";"Uruguay";"2011";"42.2";"5"
"URY";"Uruguay";"2010";"44.5";"5"
"URY";"Uruguay";"2009";"45.6";"5"
"URY";"Uruguay";"2008";"45.1";"5"
"URY";"Uruguay";"2007";"46.4";"5"
"URY";"Uruguay";"2006";"45.9";"5"
"URY";"Uruguay";"1989";"42.4";"5"
"URY";"Uruguay";"1981";"43.6";"6"
"UZB";"Uzbekistan";"2003";"35.3";"8"
"UZB";"Uzbekistan";"2002";"33";"8"
"UZB";"Uzbekistan";"2000";"36.1";"8"
"UZB";"Uzbekistan";"1998";"44.7";"8"
"VUT";"Vanuatu";"2010";"37.6";"1"
"VEN";"Venezuela";"2006";"46.9";"5"
"VEN";"Venezuela";"2005";"52.4";"5"
"VEN";"Venezuela";"2004";"49.8";"5"
"VEN";"Venezuela";"2003";"50.4";"5"
"VEN";"Venezuela";"2002";"50.6";"5"
"VEN";"Venezuela";"2001";"48.2";"5"
"VEN";"Venezuela";"1999";"48.3";"5"
"VEN";"Venezuela";"1998";"49.8";"5"
"VEN";"Venezuela";"1995";"47.8";"5"
"VEN";"Venezuela";"1992";"42.5";"5"
"VEN";"Venezuela";"1989";"45.3";"5"
"VEN";"Venezuela";"1987";"53.4";"6"
"VEN";"Venezuela";"1981";"55.6";"6"
"VNM";"Vietnam";"2014";"34.8";"1"
"VNM";"Vietnam";"2012";"35.6";"1"
"VNM";"Vietnam";"2010";"39.3";"1"
"VNM";"Vietnam";"2008";"35.6";"1"
"VNM";"Vietnam";"2006";"35.8";"1"
"VNM";"Vietnam";"2004";"36.8";"1"
"VNM";"Vietnam";"2002";"37";"1"
"VNM";"Vietnam";"1998";"35.4";"1"
"VNM";"Vietnam";"1992";"35.7";"1"
"PSE";"West Bank and Gaza";"2011";"34.4";"1"
"PSE";"West Bank and Gaza";"2010";"35.3";"1"
"PSE";"West Bank and Gaza";"2009";"34.5";"1"
"PSE";"West Bank and Gaza";"2007";"35.6";"1"
"PSE";"West Bank and Gaza";"2006";"34";"1"
"PSE";"West Bank and Gaza";"2005";"34.7";"1"
"PSE";"West Bank and Gaza";"2004";"34";"1"
"YEM";"Yemen";"2014";"36.7";"8"
"YEM";"Yemen";"2005";"34.7";"8"
"YEM";"Yemen";"1998";"35";"8"
"ZMB";"Zambia";"2015";"57.1";"1"
"ZMB";"Zambia";"2010";"55.6";"1"
"ZMB";"Zambia";"2006";"54.6";"1"
"ZMB";"Zambia";"2004";"54.3";"1"
"ZMB";"Zambia";"2002";"42.1";"1"
"ZMB";"Zambia";"1998";"49.1";"1"
"ZMB";"Zambia";"1996";"48.3";"1"
"ZMB";"Zambia";"1993";"52.6";"2"
"ZMB";"Zambia";"1991";"60.5";"1"
"ZWE";"Zimbabwe";"2011";"43.2";"2"

"footnoteSeqID";"Footnote"
"1";"Estimated from unit-record consumption data."
"2";"Estimated from grouped consumption data."
"3";"Estimated from unit-record income data. Urban only. PPP is regression based."
"4";"Estimated from grouped income data. Urban only. PPP is regression based."
"5";"Estimated from unit-record income data."
"6";"Estimated from grouped income data."
"7";"Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"8";"Estimated from unit-record consumption data. PPP is regression based."
"9";"Estimated from grouped consumption data. PPP is regression based."
"10";"Estimated from unit-record consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
