_RAJ2000	_DEJ2000	GCVS	magMax	l_magMin	magMin	magCode	Period	SpType	HIP
340.8151975721	+42.3693481317	R     Lac	 8.50	 	14.8	V	299.86	M5e-M8.5e        	
337.2537862846	+40.3155178078	S     Lac	 7.60	 	13.9	V	241.50	M4e-M8.2e        	110972
340.1799078073	+51.8428898286	SZ    Lac	12.80	<	16.5	P	332.50	S                	
331.7964225039	+47.0208577440	AQ    Lac	11.70	 	16.0	P	362.90	                 	
332.6527205128	+46.4738473819	AT    Lac	12.40	 	15.8	P	171.30	                 	
339.2082925372	+45.0013022025	BC    Lac	12.20	 	15.7	P	247.00	M5               	
332.3930532275	+47.2074351274	BN    Lac	13.10	<	15.2	P	331.30	                 	
342.8912835352	+52.3028205903	CL    Lac	12.20	 	15.0	P	413.80	M6.5             	
333.0900481759	+39.4321708607	DH    Lac	11.60	 	14.6	P	288.80	M5e              	109619
329.6206972016	+41.7897979318	DL    Lac	12.50	<	17.0	P	375.00	                 	
146.8895436391	+11.4287931088	R     Leo	 4.40	 	11.3	V	309.95	M6e-M8IIIe-M9.5e 	 48036
167.7099774301	+05.4597630333	S     Leo	 9.00	 	14.5	V	190.16	M3e-M6e:         	
150.0079941260	+21.2623224179	V     Leo	 8.40	 	14.6	V	273.35	M5e              	 49026
163.4059947771	+13.7150998431	W     Leo	 8.90	 	14.8	V	391.75	M5.5e-M7e        	 53265
145.8379820304	+19.8359527674	RS    Leo	10.70	 	16.0	P	208.20	M5e              	
141.3210450407	+29.9798290486	TW    Leo	12.90	<	14.0	P	309.00	Me               	
170.9167801859	+16.8519492664	TZ    Leo	12.00	 	15.0	P	331.50	M8               	
146.3928438485	+34.5118933456	R     LMi	 6.30	 	13.2	V	372.19	M6.5e-M9.0e(Tc:) 	 47886
148.4298804743	+34.9264922615	S     LMi	 7.50	 	14.3	V	233.83	M2.0e-M8.2e      	 48520
 74.9014506770	-14.8062532250	R     Lep	 5.50	 	11.7	V	427.07	C7,6e(N6e)       	 23203
 76.2118514576	-21.9045897354	T     Lep	 7.40	 	14.3	V	368.13	M6e-M9e          	 23636
 79.5835312376	-16.3520453810	X     Lep	10.60	 	16.0	P	278.81	M7e              	
 85.6384513000	-23.6947447778	RT    Lep	10.50	<	12.5	P	399.00	M9e              	
238.4002205956	-16.2363437882	R     Lib	 9.80	 	15.9	V	241.85	M5e              	
230.3499404063	-20.3884461312	S     Lib	 7.50	 	13.0	V	192.90	M1.0e-M6.0e      	 75144
227.6850639450	-20.0199915400	T     Lib	10.20	 	15.6	V	237.50	M4e-M5.5e        	
235.5032618577	-21.1782106387	U     Lib	 9.00	 	15.0	V	226.59	M3e-M8.0e        	
220.0924276522	-17.6575916736	V     Lib	 9.00	 	15.9	V	255.30	M5e-M8.0e        	
234.4729540328	-16.2468148297	W     Lib	10.50	 	15.5	V	205.50	                 	
234.0529932980	-21.1510841215	X     Lib	10.00	 	14.5	V	164.38	M4e              	
227.9221127337	-06.0114893272	Y     Lib	 7.60	 	14.7	V	275.70	M5e-M8.2e        	 74350
239.0987523874	-18.3041268335	RR    Lib	 7.80	 	15.0	V	277.01	M4e-M8e          	
231.0824664400	-22.9110688607	RS    Lib	 7.00	 	13.0	V	217.65	M7e-M8.5e        	 75393
226.6093457685	-18.7323140647	RT    Lib	 8.20	 	14.7	V	251.16	M2.5pe-M8.2e     	
233.3187692397	-15.3263913515	RU    Lib	 7.20	 	14.4	V	316.56	M5e-M6e          	 76152
230.8227620922	-24.0801584779	RW    Lib	 8.84	 	14.3	V	203.31	K5e:-M5.6e:      	
233.8165785759	-23.9441254757	TU    Lib	11.40	 	14.5	P	287.00	M3e              	
240.5280251100	-18.3066869300	UU    Lib	12.00	<	15.0	P	287.00	Me               	
227.0444472628	-21.1667714875	YY    Lib	 9.00	<	12.0	P	229.53	Me               	 74063
234.3763175576	-11.9700590937	CL    Lib	13.00	<	16.0	P	150.00	Me               	
235.9070061450	-09.3771200100	EE    Lib	10.20	<	13.5	P	208.90	M6e              	
219.9994343417	-22.5740020985	EP    Lib	10.80	<	14.0	P	185.78	Me               	
220.8633813581	-20.2148424653	GS    Lib	11.40	<	13.4	P	218.90	                 	
238.3668475705	-36.2993688214	R     Lup	 9.40	 	14.0	V	235.62	M5e              	
223.3723553766	-46.6477876506	S     Lup	 7.80	 	13.5	V	339.73	Se               	
224.8649081540	-54.9380704746	Y     Lup	 8.20	 	15.2	V	396.82	M7e              	
241.2713895236	-34.4382889097	RR    Lup	11.00	<	14.1	P	183.62	M3e-M8(II:)e     	
216.5885866773	-44.1531029060	RW    Lup	 9.90	 	13.0	P	197.00	MB               	 70590
236.6291083701	-48.0564700600	RX    Lup	10.00	<	14.0	P	237.20	M3e-M6II-IIIe-M8:	
228.3258491961	-47.8063007069	AH    Lup	11.20	 	16.0	P	217.00	Me               	
233.4606013385	-41.5520135276	BO    Lup	12.50	<	16.0	P	444.00	                 	
215.7842270523	-42.6793448924	DD    Lup	12.70	 	16.5	P	190.00	Me               	
219.9422253336	-43.2629702894	DY    Lup	12.80	<	16.3	P	434.00	                 	
105.3250318928	+55.3304874947	R     Lyn	 7.20	 	14.3	V	378.75	S2.5,5e-S6,8e:   	 33824
101.1421162955	+57.9110783496	S     Lyn	 8.50	 	14.8	V	296.34	M6e-M8.2e        	
125.6785429217	+33.5192910797	T     Lyn	 8.80	 	13.5	V	406.00	C5,2e-C7,1e(NOe) 	 41058
100.1935563064	+59.8671691506	U     Lyn	 8.80	 	15.0	V	433.60	M7e-M9.5:e       	
124.1952436232	+40.1314318561	W     Lyn	 7.50	 	14.0	V	295.20	M6               	 40546
126.3805838035	+35.4038192421	X     Lyn	 9.50	 	16.0	V	320.80	M5e              	
123.7109153739	+37.6699851042	RT    Lyn	10.50	<	13.0	P	394.60	M6e              	
290.0164277475	+37.8742837369	U     Lyr	 8.30	 	13.5	V	451.72	C4,5e(N0e)       	 95024
287.2689858762	+29.6581705174	V     Lyr	 8.20	 	15.7	V	373.53	M7e              	
273.7328206862	+36.6703393347	W     Lyr	 7.30	 	13.0	V	197.88	M2e-M8e          	 89419
284.9046529659	+34.8954638947	Z     Lyr	 9.20	 	15.3	V	291.70	M4e-M5.5:e       	
288.2912827195	+33.3909991122	RS    Lyr	 9.20	 	15.8	V	301.41	M5e              	
285.3084774994	+37.5198364783	RT    Lyr	 9.10	 	15.2	V	253.70	M5e              	
288.0725051478	+41.2377281568	RU    Lyr	 9.50	 	15.9	V	371.84	M6e:-M8e         	 94354
283.5512090149	+32.8475744664	RX    Lyr	10.90	 	16.0	V	247.82	Me               	
281.2175156144	+34.6753404024	RY    Lyr	 9.00	<	15.6	V	325.79	M5e-M6e          	
288.3146465647	+46.9821316535	SS    Lyr	 8.40	 	14.0	V	346.33	M5IIIe           	 94438
287.4012391673	+43.6364693774	ST    Lyr	10.60	<	18.0	P	300.50	M4IIIe           	
281.4341626217	+36.2843864122	SV    Lyr	12.10	 	15.0	P	301.30	                 	
275.3834183929	+30.4984860244	TV    Lyr	10.00	 	13.9	V	262.31	M4e              	
274.0274940020	+40.6292695058	TX    Lyr	10.40	<	13.0	V	223.35	M2e              	
287.4480414806	+28.0711775460	TY    Lyr	 9.00	 	14.6	V	333.71	M8e              	
283.4496809886	+40.2601053968	WY    Lyr	11.00	<	15.0	P	281.70	M3e              	
285.6143094250	+47.2213248046	WZ    Lyr	10.60	 	15.0	P	376.64	M9e              	
286.9983594300	+25.8256861400	AC    Lyr	13.20	 	17.6	B	181.00	                 	
286.8875623500	+34.8337670400	AD    Lyr	12.00	 	16.0	P	190.70	                 	
279.1720058578	+27.5288853242	AS    Lyr	13.10	 	16.0	P	327.00	                 	
282.7836646157	+27.2681638993	BB    Lyr	14.00	<	17.0	P	322.70	                 	
283.6353570411	+27.3246218612	BE    Lyr	12.30	<	17.0	P	276.50	M2:e             	
284.4668445227	+28.5633505255	BI    Lyr	12.00	<	16.5	P	249.80	                 	
284.8133049540	+30.9558191043	BK    Lyr	11.70	 	16.9	P	251.00	                 	
285.6622999113	+25.8216421376	BL    Lyr	11.50	 	16.9	P	279.07	                 	
285.9933276782	+27.2118095719	BM    Lyr	12.70	 	16.4	P	155.00	                 	
287.2518786770	+30.7449682718	BR    Lyr	13.00	 	17.0	P	216.20	                 	
279.2269080279	+28.0726801682	CE    Lyr	11.70	 	14.5	P	318.00	                 	 91260
279.8982613797	+32.0914475453	CK    Lyr	13.00	 	16.7	P	343.00	                 	
284.5724851222	+31.2445033161	DL    Lyr	13.10	 	20.0	P	411.00	                 	
290.0543336427	+40.2941572719	ER    Lyr	12.00	 	15.5	P	196.60	M5e              	
283.8474365162	+32.8384653057	FF    Lyr	12.90	<	16.5	P	220.80	                 	
290.8220991289	+41.9869540451	FP    Lyr	13.00	<	15.2	P	278.00	                 	
274.1041007001	+46.4644468854	HI    Lyr	12.50	<	14.5	P	182.00	M0e              	
289.4010449890	+42.8506511794	HN    Lyr	10.80	<	14.0	P	406.00	M7IIIe           	
290.0365621299	+41.6831470126	HO    Lyr	11.40	 	14.0	P	100.40	M2e              	 95032
276.4007164331	+31.4779102037	IS    Lyr	13.60	<	17.0	P	281.90	                 	
276.4945536496	+31.4568742824	IT    Lyr	12.50	 	17.0	P	198.70	                 	
278.5765881450	+32.5559574800	KZ    Lyr	13.60	 	17.0	P	149.60	                 	
278.8994028834	+39.5298626297	LM    Lyr	13.20	<	16.8	P	326.40	                 	
280.8991825200	+40.8490527400	MP    Lyr	11.80	 	16.6	P	153.00	                 	
282.8868208331	+40.9472727718	MY    Lyr	13.00	<	15.1	P	379.20	                 	
 90.4588884387	-70.5933956989	RU    Men	12.30	 	15.1	P	171.82	MIIIe            	
310.0124395220	-28.7919970407	R     Mic	 8.30	 	13.8	V	138.62	M4e              	101985
321.6837397467	-29.8513062571	S     Mic	 7.80	 	14.8	V	209.68	M3e-M5.5         	
307.3157195428	-40.4170004219	U     Mic	 7.00	 	14.4	V	334.29	M5e-M7e          	101063
320.9532813858	-40.7014304427	V     Mic	 9.40	 	14.0	P	381.15	M3e-M6e          	105638
320.7915694402	-41.9517075174	W     Mic	10.30	 	15.5	P	198.80	M2e-M4e          	
316.0897024453	-33.3273645844	X     Mic	 9.80	<	14.3	P	239.64	M4e-M5e          	
 95.6815914810	-02.1954169290	V     Mon	 6.00	 	13.9	V	340.50	M5e-M8e          	 30326
104.2172550743	+11.2423283414	Y     Mon	 8.60	 	14.9	V	227.90	M4e-M8.2e        	
109.4027280068	+01.0972258889	RR    Mon	 8.40	 	15.8	V	394.70	S7,2e-S8,2e/M6-10	
106.8263681862	+05.0069103612	RS    Mon	 9.82	<	12.7	V	263.79	M3e-M6e:         	
112.3388147879	-04.2788153249	RX    Mon	 9.60	<	13.0	P	345.70	M6e-M9           	 36394
 99.6814634547	+08.9744415742	RZ    Mon	13.00	<	18.0	P	278.20	M6               	
111.4192661952	-05.8503513371	TT    Mon	 8.00	<	13.5	P	323.17	M5e-M8           	 36043
105.3863249465	+07.5494321946	UZ    Mon	11.70	 	16.0	P	272.90	M2               	
107.3133392001	-02.4061616619	AG    Mon	11.60	 	17.0	P	155.17	                 	
108.1296156320	-01.8184580337	AH    Mon	11.00	 	15.2	P	374.00	M7               	
108.2527637697	-05.3936692071	AL    Mon	12.50	 	18.0	P	243.50	M3               	
108.2308496950	-07.8956779176	AM    Mon	12.10	 	16.5	P	432.00	M10              	
119.7465057419	-04.5013325821	BC    Mon	10.00	<	13.2	P	272.30	M3e              	
120.2255693678	-05.5753625522	BD    Mon	10.30	<	12.4	V	373.26	S5,2e            	
105.8621787000	+05.5300649628	BL    Mon	13.00	 	16.0	P	144.00	                 	
102.8548296824	+05.2325457997	CG    Mon	11.20	 	15.0	P	419.11	C6,2e(N:)        	
103.8876624578	+06.4418719839	CL    Mon	11.00	 	17.5	P	497.15	C6,3e(N6e)       	
104.1026492722	+04.6326861989	CM    Mon	13.00	<	16.0	P	150.00	                 	
104.1621334301	-00.5102412003	CN    Mon	13.00	<	18.0	P	373.60	M7               	
103.1505568235	+08.3858542257	GX    Mon	13.20	<	17.0	P	527.00	M9               	
105.1315451681	+10.5810813101	IY    Mon	11.70	<	16.8	P	338.00	M0               	
103.2565121285	+07.6754887544	QQ    Mon	13.00	<	15.5	P	222.00	M6.5             	
111.6347514400	-03.3652828103	V0467 Mon	12.00	 	14.5	P	 96.00	                 	
177.3875149987	-65.7975885893	TY    Mus	11.90	<	14.5	P	173.00	                 	
233.9889745418	-49.5079603169	R     Nor	 6.50	 	13.9	P	507.50	M3e-M6II         	 76377
236.0160094091	-54.9868087674	T     Nor	 6.20	 	13.6	V	240.70	M3e-M6e          	 77058
248.0308530964	-58.3380294053	RY    Nor	12.70	<	16.5	P	448.00	M7e              	
245.6113358617	-52.3608496807	HY    Nor	11.50	 	15.5	P	236.00	                 	
 81.5257793133	-86.3882660687	R     Oct	 6.40	 	13.2	V	405.39	M5.5e            	 25412
272.1855874708	-86.7987736193	S     Oct	 7.20	 	14.0	V	259.00	M4(II)e-M5e      	
318.5063105817	-82.1093520557	T     Oct	 8.80	 	14.8	V	218.50	M2e-M4(II:)e     	
201.1359154806	-84.2252389676	U     Oct	 7.00	 	14.1	V	308.44	M4e-M6(II-III)e  	
265.2576476510	-86.4663750533	Z     Oct	11.00	 	13.5	P	335.00	                 	
313.9275400447	-74.9728631633	RR    Oct	10.10	<	13.5	P	272.83	                 	
345.2786539748	-87.0530820223	RT    Oct	10.40	 	14.6	P	180.16	Me               	113652
  2.1924688806	-86.1884892903	RU    Oct	10.20	 	15.0	P	373.00	                 	   703
256.9407738834	-16.0927731780	R     Oph	 7.00	 	13.8	V	306.50	M4e-M6e          	
248.5634055933	-17.1608751112	S     Oph	 8.90	 	14.7	V	233.51	M5e              	
248.4314490469	-16.1317241632	T     Oph	 8.80	<	14.2	V	366.82	M6.5e            	
246.6821097944	-12.4266174593	V     Oph	 7.30	 	11.6	V	297.21	C5,2-C7,4e(N3e)  	 80550
245.3532686100	-07.7007469800	W     Oph	 9.30	 	14.9	V	332.68	M8e              	
279.5880635099	+08.8340892387	X     Oph	 5.90	 	 9.2	V	328.85	M5e-M9e          	 91389
259.8838170275	+01.5150567406	Z     Oph	 7.60	 	14.0	V	348.70	K3ep-M7.5e       	 84763
252.2625733417	-19.4665676207	RR    Oph	 8.00	 	14.9	V	292.03	M3e-M7           	
269.1309281949	+11.1679174579	RT    Oph	 8.60	 	15.5	V	426.34	M7e(C)           	
263.2193348283	+09.4235668794	RU    Oph	 8.60	 	14.2	V	202.29	M3e-M5e          	
274.1538979986	+03.6931515862	RY    Oph	 7.40	 	13.8	V	150.41	M3e-M6e          	 89568
254.4624641958	-02.7617900406	SS    Oph	 7.80	 	14.5	V	180.64	M5e              	
256.2374443829	-12.2014682736	UX    Oph	 9.40	 	13.6	V	116.71	M4e              	 83582
261.8581121150	+04.2275090922	VW    Oph	10.50	 	14.0	P	285.00	M5e              	 85429
261.4570901616	+12.5792931553	AI    Oph	12.00	<	16.6	P	420.00	                 	
263.5443549224	+03.0506185174	AO    Oph	12.50	<	14.5	V	217.00	                 	
274.7267102639	+06.2529227235	AY    Oph	11.50	 	19.0	P	195.27	                 	
274.5299647255	+06.9382694681	BC    Oph	10.70	 	15.3	P	307.11	M6e              	
254.4115732429	-27.8398751171	DO    Oph	14.50	<	16.5	P	234.00	                 	
254.4083425403	-26.7852135683	DP    Oph	13.60	<	16.5	P	213.40	                 	
267.0100639050	-00.6859779000	KT    Oph	11.50	<	15.3	P	216.60	                 	
271.2682756650	+02.7681178700	KU    Oph	11.70	<	16.3	P	382.50	M4IIIe           	
255.1134733685	-12.2625920462	PR    Oph	11.20	 	14.5	P	233.00	Me               	
267.4491483600	+03.2779121000	V0379 Oph	12.60	<	16.1	P	221.50	                 	
269.2395689553	+05.8779409932	V0389 Oph	11.30	<	16.0	P	315.10	                 	
273.7374053606	+04.8506503125	V0405 Oph	12.50	 	17.5	P	340.00	                 	
270.2557381839	+03.5494282385	V0416 Oph	14.00	<	16.1	P	152.00	                 	
275.1098374716	+12.6569910000	V0450 Oph	10.90	 	14.1	V	158.30	                 	
266.8126307400	+03.0781532800	V0457 Oph	12.90	 	16.1	P	190.00	                 	
253.3206035892	-04.9397346875	V0504 Oph	11.50	<	15.0	P	206.00	M4IIIe           	
258.7715573866	-09.9525954201	V0505 Oph	13.00	<	14.3	P	322.00	M7e              	
276.3673706154	+11.6614792315	V0578 Oph	12.40	 	17.5	P	180.00	                 	
276.7798394519	+10.2350763810	V0584 Oph	13.10	<	17.0	P	276.00	                 	
276.8203511229	+09.0158667629	V0588 Oph	13.10	<	16.5	P	191.50	                 	
277.2303927572	+06.9682629886	V0596 Oph	14.50	<	17.0	P	277.00	                 	
279.6900595044	+11.0877883726	V0653 Oph	13.30	<	17.0	P	276.00	                 	
246.6958083160	-09.8702640174	V0705 Oph	12.00	<	16.0	P	308.70	                 	
249.4298229350	-05.1138682003	V0732 Oph	12.10	 	15.6	P	471.00	M3IIIe           	
264.6179581785	+04.6558987500	V0799 Oph	14.30	<	16.6	P	430.00	                 	
264.5402562620	+08.3234621954	V0800 Oph	12.60	<	16.6	P	265.00	                 	
275.6826717749	+09.7789141399	V0884 Oph	12.50	<	17.0	P	210.00	                 	
275.7754775837	+08.5064926608	V0885 Oph	13.10	<	16.2	P	350.30	Me               	
276.6276342258	+09.1269881076	V0890 Oph	12.30	 	19.0	P	316.30	                 	
275.3951130818	+04.1313086700	V0915 Oph	11.00	 	16.2	P	111.09	Me               	
272.6557857118	+04.5717997951	V0958 Oph	15.10	<	17.0	P	303.00	                 	
 74.7523383736	+08.1304820111	R     Ori	 9.05	 	13.4	V	377.10	C8,2e(Ne)        	 23165
 82.2537256594	-04.6924357906	S     Ori	 7.20	 	14.0	V	414.30	M6.5e-M9.5e      	 25673
 88.9548834305	+20.1751940318	U     Ori	 4.80	 	13.0	V	368.30	M6e-M9.5e        	 28041
 76.5143551865	+04.1024398690	V     Ori	 8.90	 	14.7	V	263.70	M3e-M8.0e        	
 85.3908764700	-04.1312907500	Y     Ori	11.50	<	16.0	P	271.30	M3e-M5           	
 90.7610277158	+16.3777696144	RR    Ori	 9.10	<	14.7	V	251.78	M6.5e-M8         	
 82.9824566378	+07.6135617351	BK    Ori	 9.20	 	14.0	P	354.20	M7e              	
 72.8418793566	+14.5480373517	BR    Ori	11.00	 	15.5	V	159.20	                 	
 86.1473104468	+10.3570246469	CL    Ori	11.50	 	15.8	P	215.00	M2e              	
 93.1630179875	+08.4618744481	EK    Ori	13.30	<	16.9	P	148.00	                 	
 72.7387123477	+03.1423211344	EP    Ori	10.50	 	13.0	P	358.50	M10e             	 22535
 78.7614532746	+03.4985048994	EU    Ori	10.50	<	13.6	P	327.54	M4               	
 83.0863383898	-10.6226661493	FP    Ori	11.00	<	12.5	P	146.00	Me               	
 80.9948047950	+14.5836588100	GV    Ori	12.40	<	16.5	P	313.00	                 	
 86.4246649691	+12.3434939108	QS    Ori	12.00	<	16.5	P	476.00	C7,4e(N)         	
 93.9655729273	-01.0314211051	V0345 Ori	 9.50	<	14.0	P	331.50	M3               	
 95.0155885200	+17.6087133647	V0382 Ori	13.20	 	17.2	P	225.60	M9:              	
273.2206108375	-63.6159062077	R     Pav	 7.50	 	13.8	V	229.46	M3e-M5(II)e      	 89258
297.6811682381	-71.7714602804	T     Pav	 7.00	 	14.0	V	243.62	M4e              	 97644
267.6122528723	-62.4091583924	W     Pav	 8.10	 	14.6	V	283.35	M4e-M7e          	
304.4124530659	-60.0719503333	SU    Pav	 8.60	<	14.2	V	245.30	M4(II)e-M6II-IIIe	
268.0000853502	-57.8661295267	SY    Pav	11.30	<	14.3	P	193.70	M1e              	
289.9892800836	-67.1164290207	BL    Pav	10.40	 	13.3	P	134.70	Me               	
300.0460536263	-69.8818472635	BQ    Pav	10.90	<	14.0	P	112.00	                 	 98447
302.3201124767	-57.3317387004	BR    Pav	 9.80	 	15.3	P	246.13	                 	
346.6631906941	+10.5433525390	R     Peg	 6.90	 	13.8	V	378.10	M6e-M9e          	114114
350.1359010157	+08.9189324614	S     Peg	 6.90	 	13.8	V	319.22	M5e-M8.5e        	115242
332.2262296698	+12.5400211562	T     Peg	 8.40	 	15.4	V	379.40	M6e-M8e          	
330.2583420306	+06.1202584660	V     Peg	 7.00	 	15.0	V	302.35	M3e-M7e          	
349.9604247327	+26.2787975665	W     Peg	 7.60	 	13.0	V	345.50	M6e-M8e          	115188
320.2493878559	+14.4501209142	X     Peg	 8.80	 	14.4	V	201.20	M2e-M5e          	
332.9068861841	+14.3648777053	Y     Peg	 8.90	 	16.0	V	206.93	M3e-M5e          	
  0.0273302604	+25.8864528181	Z     Peg	 7.30	 	13.6	V	334.80	M6e-M8.5e(Tc)    	     8
326.0972561732	+25.0000369397	RR    Peg	 8.50	 	14.9	V	264.05	M4e-M8e          	
333.0673800243	+14.5533923383	RS    Peg	 8.20	 	14.7	V	415.40	M6e-M9e          	109610
331.0372082382	+35.1236562544	RT    Peg	 9.40	 	15.4	V	215.00	M3e-M6e          	
336.4063355394	+30.4723366897	RV    Peg	 9.00	 	15.5	V	396.80	M6e              	
346.0478895807	+15.3033162119	RW    Peg	 8.80	 	14.6	V	208.43	K3e-M6.5e        	
331.4707360787	+33.5069948811	RZ    Peg	 7.60	 	13.6	V	438.70	C9,1e(Ne)(Tc)/CSe	109089
338.4930590763	+24.5649954668	SS    Peg	 8.00	 	13.6	V	424.80	M6e-M7e          	111385
320.6376579417	+21.9617402212	SW    Peg	 8.00	 	14.0	V	396.33	M4e              	
342.6034446451	+17.8934774299	SX    Peg	 9.70	 	15.0	P	303.60	S3,9e-S4.5,9e    	112784
326.2691577163	+12.6986101094	TU    Peg	 8.20	 	14.6	V	321.60	M7e-M8e          	107390
321.6510639528	+16.5938257361	TV    Peg	 9.00	<	14.0	V	247.10	M0e              	
317.2391485511	+16.0220400997	TZ    Peg	10.10	<	14.0	P	211.90	M3e              	
322.7673185541	+11.1536803194	UU    Peg	11.10	<	14.0	P	456.50	M7e              	
330.6373914771	+02.3679223021	VY    Peg	11.00	<	16.0	P	377.00	                 	
329.1800198579	+36.3874280949	WW    Peg	11.60	<	13.9	P	354.00	M1               	
322.3466738815	+18.0967310022	AP    Peg	10.50	<	14.0	P	300.18	M5e              	
318.2552014588	+18.9414348054	AS    Peg	10.20	 	15.0	P	329.76	M2e-M6:          	
330.9427976613	+14.0160644571	DG    Peg	10.40	 	14.5	V	146.60	M4e              	
357.0935830650	+15.6562300300	DL    Peg	 9.70	<	15.0	V	180.40	M0               	
357.9733770460	+29.7537190658	DU    Peg	11.00	<	15.0	P	161.30	M5e              	
321.7531819625	+13.3265709017	FM    Peg	12.60	 	17.1	P	302.00	Me               	
 52.5130066628	+35.6712891344	R     Per	 8.10	 	14.8	V	209.89	M2e-M5e          	
 29.8963464588	+54.8222241406	U     Per	 7.40	 	12.8	V	320.26	M5e-M7e          	  9306
 51.9266339895	+44.1767999078	Y     Per	 8.10	 	11.3	V	248.60	C4,3e(R4e)       	 16126
 37.1225098249	+51.2714327847	RR    Per	 8.10	 	15.1	V	389.62	M6e-M7e          	
 22.4175856368	+50.8269362467	RZ    Per	 8.70	 	14.0	V	355.25	S4,9e            	
 49.9865059384	+33.1436780729	TW    Per	10.60	<	13.5	P	335.14	M2e              	
 30.6415715659	+58.0904292154	TY    Per	10.60	 	15.0	V	364.65	M6               	
 45.4598711830	+48.4570352860	AL    Per	11.50	 	15.5	P	145.00	                 	
 45.6794005649	+48.3652428415	AM    Per	13.30	 	16.0	P	250.00	M3               	
 28.7811014420	+54.2107457510	BZ    Per	13.70	 	17.8	P	298.60	                 	
 37.9687683620	+56.8968155903	DT    Per	13.80	 	20.0	P	228.90	                 	
 58.3147875421	+47.6130992004	FG    Per	14.00	 	20.0	P	340.30	                 	
 47.9717929564	+41.6281062605	GG    Per	12.20	 	15.8	B	277.84	                 	
 48.6477949198	+33.3045879697	KM    Per	13.00	<	14.0	P	193.34	                 	
 47.4175755820	+45.9810571261	V0409 Per	 9.60	 	11.1	V	355.00	N                	
 29.6294203060	+55.2163488264	V0437 Per	11.40	 	14.4	V	470.00	N                	
359.1148224467	-49.7868366435	R     Phe	 7.50	 	14.4	V	269.26	M2(II)e-M4(III)e 	
 19.9691352502	-55.9178416274	W     Phe	 8.10	 	14.4	V	333.95	M5e-M6e          	
 77.7385303593	-48.5070762140	S     Pic	 6.50	 	14.0	V	428.00	M6.5e-M8III-IIe  	 24126
 78.7744471673	-46.9180097840	T     Pic	 7.90	 	14.4	V	200.58	M6IIIe           	 24468
 22.6597012921	+02.8815933993	R     Psc	 7.00	 	14.8	V	344.50	M3e-M6e          	
 19.3939228832	+08.9312962235	S     Psc	 8.20	 	15.3	V	404.62	M5e-M7e          	
 20.7452536463	+12.8681563543	U     Psc	10.30	 	14.9	V	173.10	M4e              	
 14.9435685089	+27.9456993049	W     Psc	11.40	 	14.8	P	188.10	M2e-M4           	  4652
 18.0282179475	+22.2240714011	X     Psc	 9.80	<	15.0	P	349.60	M5e-M6e          	
  0.2606950500	+06.4567557100	RR    Psc	12.10	<	16.0	P	270.60	                 	
 21.4133114487	+21.3961507201	RX    Psc	 8.80	 	14.6	V	280.54	M1e              	
334.5008149752	-29.6038400625	R     PsA	 8.30	 	14.7	V	297.60	M3(II)e-M5IIe    	
330.9409807363	-28.0511524896	S     PsA	 8.00	 	14.5	V	271.70	M3e-M5IIe        	
324.6744871353	-27.2095029860	RV    PsA	10.50	<	13.0	P	361.00	                 	
333.3040564212	-27.2713584176	RX    PsA	10.50	<	11.5	P	366.00	Me               	
