RAJ2000	DEJ2000	HR	Name	HD	VarID	Vmag	B-V	SpType
158.005833	-61.685278	4140	          	 91465	PP Car   	 3.32	-0.09	  B4Vne
154.270833	-61.332222	4050	NA	89388	V337 Car	3.4	1.54	K3IIa
139.2725	-59.275278	3699	Iot Car	80404	4444	2.25	0.18	A8Ib
125.628333	-59.509722	3307	Eps Car	71129	4058	1.86	1.28	K3III+B2:V
119.194583	-52.982222	3117	Chi Car	65575	Chi Car	3.47	-0.18	B3IVp
95.987917	-52.695833	2326	Alp Car	45348	NA	-0.72	0.15	F0II
								
#Vela
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
131.175833	-54.708333	3485	Del Vel	74956	NA	1.96	0.04	A1V
140.528333	-55.010833	3734	Kap Vel	81188	NA	2.5	-0.18	B2IV-V
149.215833	-54.567778	3940	Phi Vel	86440	NA	3.54	-0.08	B5Ib
161.6925	-49.42	4216	Mu  Vel	93497	NA	2.69	0.9	G5III+G2V
159.325417	-48.225833	4167	NA	92139	NA	3.84	0.3	F4IV+F3
153.684167	-42.121944	4023	NA	88955	NA	3.85	0.05	A2V
142.675	-40.466667	3786	Psi Vel	82434	4513	3.6	0.36	F3IV+F0IV
136.999167	-43.4325	3634	Lam Vel	78647	Lam Vel	2.21	1.66	K4.5Ib-II
131.1	-42.649167	3477	NA	74772	NA	4.07	0.87	G5III
129.41125	-42.989167	3426	NA	73634	NA	4.14	0.11	A6II
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
								
#Argo Navis connections
119.194583	-52.982222	3117	Chi Car	65575	Chi Car	3.47	-0.18	B3IVp
112.3075	-43.301389	2878	Sig Pup	59717	NA	3.25	1.51	K5III
								
131.175833	-54.708333	3485	Del Vel	74956	NA	1.96	0.04	A1V
139.2725	-59.275278	3699	Iot Car	80404	4444	2.25	0.18	A8Ib
								
122.372083	-47.345833	3206	Gam1Vel	68243	3930	4.27	-0.23	B1IV
120.89625	-40.003333	3165	Zet Pup	66811	NA	2.25	-0.26	O5f
								
#Crater
179.00375	-17.150833	4567	30Eta Crt	103632	5392	5.18	-0.02	A0V
176.190833	-18.350833	4514	27Zet Crt	102070	NA	4.73	0.97	G8IIIa
171.220417	-17.683889	4405	15Gam Crt	99211	NA	4.08	0.21	A5V
167.914583	-22.825833	4343	11Bet Crt	97277	NA	4.48	0.03	A2III
164.94375	-18.298889	4287	7Alp Crt	95272	NA	4.08	1.09	K0+III
169.835417	-14.778611	4382	12Del Crt	98430	NA	3.56	1.12	G8III-IV
171.220417	-17.683889	4405	15Gam Crt	99211	NA	4.08	0.21	A5V
169.835417	-14.778611	4382	12Del Crt	98430	NA	3.56	1.12	G8III-IV
171.1525	-10.859444	4402	14Eps Crt	99167	NA	4.83	1.56	K5III
174.170417	-9.802222	4468	21The Crt	100889	NA	4.7	-0.08	B9.5Vn
								
#Aquarius
311.919167	 -9.495833	7950	  2Eps Aqr	198001	         	 3.77	 0.00	  A1V
313.163333	 -8.983333	7990	  6Mu  Aqr	198743	         	 4.73	 0.32	  A3m
322.889583	-5.571111	8232	22Bet Aqr	204867	NA	2.91	0.83	G0Ib
331.445833	-0.319722	8414	34Alp Aqr	209750	NA	2.96	0.98	G2Ib
336.319167	 +1.377500	8539	 52Pi  Aqr	212571	Pi  Aqr  	 4.66	-0.03	  B1Ve
337.207083	 -0.020278	8558	 55Zet1Aqr	213051	         	 4.59	     	  F6IV
335.414167	 -1.387222	8518	 48Gam Aqr	212061	14132    	 3.84	-0.05	  A0V
331.445833	-0.319722	8414	34Alp Aqr	209750	NA	2.96	0.98	G2Ib
334.208333	-7.783333	8499	43The Aqr	211391	NA	4.16	0.98	G8III-IV
335.049583	 -7.821111	8512	 46Rho Aqr	211838	         	 5.37	-0.06	  B8IIIpMn:Hg:
343.15375	-7.579722	8698	73Lam Aqr	216386	Lam Aqr	3.74	1.64	M2.5IIIaFe-1
348.580833	-6.048889	8834	90Phi Aqr	219215	NA	4.22	1.56	M1.5III
349.212083	 -7.726667	8850	 92Chi Aqr	219576	Chi Aqr  	 5.06	 1.60	  M3III
348.972917	 -9.087778	8841	 91Psi1Aqr	219449	         	 4.21	 1.11	  K0III
343.6625	-15.820833	8709	76Del Aqr	216627	14356	3.27	0.05	A3V
341.928333	-14.056389	8673	 69Tau1Aqr	215766	         	 5.66	-0.05	  A0V
343.15375	-7.579722	8698	73Lam Aqr	216386	Lam Aqr	3.74	1.64	M2.5IIIaFe-1
								
322.889583	-5.571111	8232	22Bet Aqr	204867	NA	2.91	0.83	G0Ib
324.437917	 -7.854167	8264	23Xi  Aqr	205767	         	 4.69	 0.17	  A7V
331.609167	-13.869722	8418	33Iot Aqr	209819	NA	4.27	-0.07	B9IV-V
								
350.742500	-20.100556	8892	 98    Aqr	220321	         	 3.97	 1.10	  K0III
348.972917	 -9.087778	8841	 91Psi1Aqr	219449	         	 4.21	 1.11	  K0III
347.361667	-21.172500	8812	 88    Aqr	218594	         	 3.66	 1.22	  K1III
								
337.207083	 -0.020278	8558	 55Zet1Aqr	213051	         	 4.59	     	  F6IV
338.839167	 -0.117500	8597	 62Eta Aqr	213998	         	 4.02	-0.09	  B9IV-Vn
								
#Centaurus
170.251667	-54.491111	4390	Pi  Cen	98718	NA	3.89	-0.15	B5Vn
182.089583	-50.7225	4621	Del Cen	105435	Del Cen	2.6	-0.12	B2IVne
187.010000	-50.230556	4743	Sig Cen	108483	         	 3.91	-0.19	  B2V
190.379167	-48.959722	4819	Gam Cen	110304	NA	2.17	-0.01	A1IV
208.885000	-47.288333	5231	Zet Cen	121263	         	 2.55	-0.22	  B2.5IV
207.404167	-42.473889	5193	Mu  Cen	120324	Mu  Cen  	 3.04	-0.17	  B2IV-Ve
207.376250	-41.687778	5190	Nu  Cen	120307	Nu  Cen  	 3.41	-0.22	  B2IV
211.670833	-36.37	5288	5The Cen	123139	NA	2.06	1.01	K0-IIIb
215.139167	-37.885278	5367	   Psi Cen	125473	         	 4.05	-0.03	  A0IV
211.511667	-41.179722	5285	   Chi Cen	122980	Chi Cen  	 4.36	-0.19	  B2V
209.567917	-42.100833	5248	Phi Cen	121743	6509	3.83	-0.21	B2IV
207.37625	-41.687778	5190	Nu  Cen	120307	Nu  Cen	3.41	-0.22	B2IV
208.885000	-47.288333	5231	Zet Cen	121263	         	 2.55	-0.22	  B2.5IV
204.971667	-53.466389	5132	Eps Cen	118716	Eps Cen	2.3	-0.22	B1III
210.955833	-60.373056	5267	Bet Cen	122451	Bet Cen	0.61	-0.23	B1III
219.899583	-60.835278	5459	Alp1Cen	128620	NA	-0.01	0.71	G2V
								
209.567917	-42.100833	5248	Phi Cen	121743	6509	3.83	-0.21	B2IV
218.876667	-42.157778	5440	Eta Cen	127972	Eta Cen	2.31	-0.19	B1.5Vne
224.790417	-42.104167	5576	Kap Cen	132200	6873	3.13	-0.2	B2IV
								
172.942083	-59.442222	4441	   Omi1Cen	100261	Omi1 Cen 	 5.13	 1.08	  G30-Ia
182.912917	-52.368611	4638	Rho Cen	105937	NA	3.96	-0.15	B3V
187.01	-50.230556	4743	Sig Cen	108483	NA	3.91	-0.19	B2V
								
200.149167	-36.712222	5028	Iot Cen	115892	NA	2.75	0.04	A2V
202.761250	-39.407500	5089	          	117440	 6283    	 3.88	 1.17	  G9Ib*
207.37625	-41.687778	5190	Nu  Cen	120307	Nu  Cen	3.41	-0.22	B2IV
								
#Virgo
220.765000	 -5.658333	5487	107Mu  Vir	129502	         	 3.88	 0.38	  F2III
214.003750	 -6.000556	5338	 99Iot Vir	124850	 6604    	 4.08	 0.52	  F6III
203.673333	 -0.595833	5107	 79Zet Vir	118098	         	 3.37	 0.11	  A3V
190.415000	 -1.449444	4825	 29Gam Vir	110379	 5859    	 3.65	 0.36	  F0V
184.976667	 -0.666944	4689	 15Eta Vir	107259	 5555    	 3.89	 0.02	  A2IV
177.673750	 +1.764722	4540	  5Bet Vir	102870	         	 3.61	 0.55	  F9V
176.465000	 +6.529444	4517	  3Nu  Vir	102212	 5318    	 4.03	 1.51	  M1IIIab
181.302083	 +8.733056	4608	  9Omi Vir	104979	         	 4.12	 0.98	  G8IIIaCN-1Ba1CH1
184.976667	 -0.666944	4689	 15Eta Vir	107259	 5555    	 3.89	 0.02	  A2IV
								
195.544167	+10.959167	4932	 47Eps Vir	113226	 6064    	 2.83	 0.94	  G8IIIab
193.900833	 +3.397500	4910	 43Del Vir	112300	 6026    	 3.38	 1.58	  M3+III
190.415000	 -1.449444	4825	 29Gam Vir	110379	 5859    	 3.65	 0.36	  F0V
197.487500	 -5.538889	4963	 51The Vir	114330	         	 4.38	-0.01	  A1IV s+Am
201.298333	-11.161389	5056	 67Alp Vir	116658	Alp Vir  	 0.98	-0.23	  B1III-IV+B2V
								
221.562083	 +1.892778	5511	109    Vir	130109	 6794    	 3.72	-0.01	  A0V
210.411667	 +1.544444	5264	 93Tau Vir	122408	         	 4.26	 0.10	  A3V
203.673333	 -0.595833	5107	 79Zet Vir	118098	         	 3.37	 0.11	  A3V
								
#Perseus
046.294167	+38.840278	921	 25Rho Per	 19058	Rho Per  	 3.39	 1.65	  M4II
47.042083	40.955556	936	26Bet Per	19356	Bet Per	2.12	-0.05	B8V
47.374167	44.857222	941	27Kap Per	19476	1055	3.8	0.98	K0III
47.266667	49.613333	937	  Iot Per	19373	         	 4.05	 0.59	  G0V
043.564583	+52.762500	 854	 18Tau Per	 17878	Tau Per  	 3.95	 0.74	  G4III+A4V
042.674167	+55.895556	 834	 15Eta Per	 17506	         	 3.76	 1.68	  K3-Ib-IIa
46.199167	53.506389	915	23Gam Per	18925	NA	2.93	0.7	G8III+A2V
51.080833	49.861111	1017	33Alp Per	20902	1125	1.79	0.48	F5Ib
55.73125	47.7875	1122	39Del Per	22928	Del Per	3.01	-0.13	B5IIIe
59.463333	40.010278	1220	45Eps Per	24760	Eps Per	2.89	-0.18	B0.5V+A2V
59.74125	35.791111	1228	46Xi  Per	24912	Xi  Per	4.04	0.01	O7.5III(n)((f))
58.532917	31.883611	1203	44Zet Per	24398	1397	2.85	0.12	B1Ib
056.079583	+32.288333	1131	 38Omi Per	 23180	Omi Per  	 3.83	 0.05	  B1III
								
47.266667	49.613333	937	  Iot Per	19373	         	 4.05	 0.59	  G0V
041.050000	+49.228333	 799	 13The Per	 16895	  902    	 4.12	 0.49	  F8V
								
55.73125	47.7875	1122	39Del Per	22928	Del Per	3.01	-0.13	B5IIIe
063.724583	+48.409444	1303	 51Mu  Per	 26630	 1518    	 4.14	 0.95	  G0Ib
064.560833	+50.295556	1324	          	 26961	b Per    	 4.61	 0.04	  A2V
061.645833	+50.351389	1261	 47Lam Per	 25642	         	 4.29	 0.02	  A0IVn
								
#Cetus
40.825	3.235833	804	86Gam Cet	16970	NA	3.47	0.09	A3V
37.039583	8.46	718	73Xi 2Cet	15318	NA	4.28	-0.06	B9III
41.235417	10.114167	813	87Mu  Cet	17094	909	4.27	0.31	F0IV
44.92875	8.9075	896	91Lam Cet	18604	NA	4.7	-0.12	B6III
45.57	4.089722	911	92Alp Cet	18884	Alp Cet	2.53	1.64	M1.5IIIa
40.825	3.235833	804	86Gam Cet	16970	NA	3.47	0.09	A3V
39.870833	0.328611	779	82Del Cet	16582	Del Cet	4.07	-0.22	B2IV
34.83625	-2.9775	681	68Omi Cet	14386	Omi Cet	3.04	1.42	M7IIIe+Bep
27.865	-10.335	539	55Zet Cet	11353	638	3.73	1.14	K0IIIBa0.1
21.005833	-8.183333	402	45The Cet	8512	NA	3.6	1.06	K0III-IIIb
17.1475	-10.182222	334	31Eta Cet	6805	NA	3.45	1.16	K1.5IIICN1Fe0.5
004.857083	 -8.823889	  74	  8Iot Cet	  1522	  123    	 3.56	 1.22	  K1.5III
10.8975	-17.986667	188	16Bet Cet	4128	272	2.04	1.02	G9.5IIICH-1
026.017083	-15.937500	 509	 52Tau Cet	 10700	         	 3.50	 0.72	  G8V
27.865	-10.335	539	55Zet Cet	11353	638	3.73	1.14	K0IIIBa0.1
								
#Ursa Major
206.885	49.313333	5191	85Eta UMa	120315	6450	1.86	-0.19	B3V
200.98125	54.925278	5054	79Zet UMa	116656	6224	2.27	0.02	A1VpSrSi
193.507083	55.959722	4905	77Eps UMa	112185	Eps UMa	1.77	-0.02	A0pCr
183.856667	57.0325	4660	69Del UMa	106591	5513	3.31	0.08	A3V
178.4575	53.694722	4554	64Gam UMa	103287	5379	2.44	0	A0Ve
176.5125	47.779444	4518	63Chi UMa	102224	5319	3.71	1.18	K0.5IIIb
169.619583	33.094167	4377	54Nu  UMa	98262	NA	3.48	1.4	K3-IIIBa0.3
169.545833	31.529167	4375	53Xi  UMa	98231	5165	4.41	0.59	G0V
169.619583	33.094167	4377	54Nu  UMa	98262	NA	3.48	1.4	K3-IIIBa0.3
176.5125	47.779444	4518	63Chi UMa	102224	5319	3.71	1.18	K0.5IIIb
167.415833	44.498611	4335	52Psi UMa	96833	NA	3.01	1.14	K1III
155.582083	41.499444	4069	34Mu  UMa	89758	4829	3.05	1.59	M0III
154.274167	42.914444	4033	33Lam UMa	89021	NA	3.45	0.03	A2IV
155.582083	41.499444	4069	34Mu  UMa	89758	4829	3.05	1.59	M0III
167.415833	44.498611	4335	52Psi UMa	96833	NA	3.01	1.14	K1III
176.5125	47.779444	4518	63Chi UMa	102224	5319	3.71	1.18	K0.5IIIb
178.4575	53.694722	4554	64Gam UMa	103287	5379	2.44	0	A0Ve
165.460417	56.3825	4295	48Bet UMa	95418	5053	2.37	-0.02	A1V
165.932083	61.750833	4301	50Alp UMa	95689	5070	1.79	1.07	K0IIIa
183.856667	57.0325	4660	69Del UMa	106591	5513	3.31	0.08	A3V
165.932083	61.750833	4301	50Alp UMa	95689	5070	1.79	1.07	K0IIIa
142.882083	63.061944	3757	23    UMa	81937	4506	3.67	0.33	F0IV
127.56625	60.718056	3323	1Omi UMa	71369	4093	3.36	0.84	G5III
147.7475	59.038611	3888	29Ups UMa	84999	Ups UMa	3.8	0.29	F2IV
165.460417	56.3825	4295	48Bet UMa	95418	5053	2.37	-0.02	A1V
147.7475	59.038611	3888	29Ups UMa	84999	Ups UMa	3.8	0.29	F2IV
143.214167	51.677222	3775	25The UMa	82328	4519	3.17	0.46	F6IV
135.90625	47.156667	3594	12Kap UMa	77327	4357	3.6	0	A1Vn
134.801667	48.041667	3569	9Iot UMa	76644	4329	3.14	0.19	A7IV
								
#Corona Australis
284.680833	-37.1075	7152	Eps CrA	175813	Eps CrA	4.87	0.41	F2V
286.604583	-37.063333	7226	Gam CrA	177474	NA	4.93	0.52	F8V
287.367917	-37.904444	7254	Alp CrA	178253	NA	4.11	0.04	A2V
287.507083	-39.340833	7259	Bet CrA	178345	NA	4.11	1.2	K0II
287.087083	-40.496667	7242	Del CrA	177873	NA	4.59	1.09	K1III
285.77875	-42.095278	7188	Zet CrA	176638	NA	4.75	-0.02	B9.5V
								
#Phoenix
6.570833	-42.306111	99	Alp Phe	2261	NA	2.39	1.09	K0III
16.520833	-46.718611	322	Bet Phe	6595	400	3.31	0.89	G8III
22.09125	-43.318333	429	Gam Phe	9053	Gam Phe	3.41	1.57	M0-IIIa
22.812917	-49.072778	440	Del Phe	9362	NA	3.95	0.99	K0III
22.09125	-43.318333	429	Gam Phe	9053	Gam Phe	3.41	1.57	M0-IIIa
16.520833	-46.718611	322	Bet Phe	6595	400	3.31	0.89	G8III
17.09625	-55.245833	338	Zet Phe	6882	Zet Phe	3.92	-0.08	B6V+B9V
10.838333	-57.463056	191	Eta Phe	4150	NA	4.36	0	A0IV
2.352917	-45.7475	25	Eps Phe	496	NA	3.88	1.03	K0III
6.570833	-42.306111	99	Alp Phe	2261	NA	2.39	1.09	K0III
								
#Pavo
306.412083	-56.735	7790	Alp Pav	193924	13060	1.94	-0.2	B2IV
311.239583	-66.203056	7913	Bet Pav	197051	NA	3.42	0.16	A7III
321.610833	-65.366111	8181	Gam Pav	203608	13689	4.22	0.49	F6V
311.239583	-66.203056	7913	Bet Pav	197051	NA	3.42	0.16	A7III
300.147917	-72.910556	7590	Eps Pav	188228	12598	3.96	-0.03	A0V
280.75875	-71.428056	6982	Zet Pav	171759	NA	4.01	1.14	K0III
266.433333	-64.723889	6582	Eta Pav	160635	NA	3.62	1.19	K2II
272.145	-63.668333	6745	Pi  Pav	165040	10204	4.35	0.22	A7pSr
275.806667	-61.493889	6855	Xi  Pav	168339	10673	4.36	1.48	K4III
283.054167	-62.1875	7074	Lam Pav	173948	Lam Pav	4.22	-0.14	B2II-IIIe
302.181667	-66.181944	7665	Del Pav	190248	12790	3.56	0.76	G6-8IV
311.239583	-66.203056	7913	Bet Pav	197051	NA	3.42	0.16	A7III
								
#Columba
95.528333	-33.436389	2296	Del Col	44762	NA	3.85	0.88	G7II
94.137917	-35.140556	2256	Kap Col	43785	2897	4.37	1	K0.5IIIa
89.384167	-35.283333	2106	Gam Col	40494	NA	4.36	-0.18	B2.5IV
87.74	-35.768333	2040	Bet Col	39425	NA	3.12	1.16	K2III
89.786667	-42.815278	2120	Eta Col	40808	NA	3.96	1.14	K0III
87.74	-35.768333	2040	Bet Col	39425	NA	3.12	1.16	K2III
84.912083	-34.074167	1956	Alp Col	37795	2549	2.64	-0.12	B7IVe
79.37125	-34.895278	1743	Omi Col	34642	NA	4.83	1	K0IV
								
#Hydrus
29.6925	-61.569722	591	Alp Hyi	12311	NA	2.86	0.28	F0V
39.8975	-68.266944	806	Eps Hyi	16978	NA	4.11	-0.06	B9V
56.809583	-74.238889	1208	Gam Hyi	24512	NA	3.24	1.62	M2III
6.437917	-77.254167	98	Bet Hyi	2151	161	2.8	0.62	G2IV
29.6925	-61.569722	591	Alp Hyi	12311	NA	2.86	0.28	F0V
								
#Indus
309.391667	-47.291389	7869	Alp Ind	196171	NA	3.11	1	K0IIICNIII-IV
319.966667	-53.449722	8140	The Ind	202730	NA	4.39	0.19	A5V
329.479583	-54.9925	8368	Del Ind	208450	NA	4.4	0.28	F0IV
330.84	-56.786111	8387	Eps Ind	209100	NA	4.69	1.06	K4-5V
329.479583	-54.9925	8368	Del Ind	208450	NA	4.4	0.28	F0IV
319.966667	-53.449722	8140	The Ind	202730	NA	4.39	0.19	A5V
316.309167	-54.727222	8055	Mu  Ind	200365	NA	5.16	1.21	K2III
313.7025	-58.454167	7986	Bet Ind	198700	NA	3.65	1.25	K1II
								
#Dorado
64.006667	-51.486667	1338	Gam Dor	27290	Gam Dor	4.25	0.3	F4III
68.499167	-55.045	1465	Alp Dor	29305	Alp Dor	3.27	-0.1	A0IIISi
76.3775	-57.472778	1674	Zet Dor	33262	NA	4.72	0.52	F7V
83.40625	-62.489722	1922	Bet Dor	37350	Bet Dor	3.76	0.82	F6Ia
86.193333	-65.735556	2015	Del Dor	39014	NA	4.35	0.21	A7V
83.40625	-62.489722	1922	Bet Dor	37350	Bet Dor	3.76	0.82	F6Ia
88.525417	-63.09	2102	NA	40409	NA	4.65	1.05	K1III-IV
								
#Volans
135.611667	-66.396111	3615	Alp Vol	78045	NA	4	0.14	A2-3IVm
126.434167	-66.136944	3347	Bet Vol	71878	4088	3.77	1.13	K1III
121.9825	-68.617222	3223	Eps Vol	68520	NA	4.35	-0.11	B6IV
109.2075	-67.957222	2803	Del Vol	57623	NA	3.98	0.79	F6II
107.187083	-70.498889	2736	Gam2Vol	55865	3448	3.78	1.04	K0III
115.455	-72.606111	3024	Zet Vol	63295	NA	3.95	1.04	K0III
121.9825	-68.617222	3223	Eps Vol	68520	NA	4.35	-0.11	B6IV
								
#Vulpecula
289.054167	21.390278	7306	1    Vul	180554	11866	4.77	-0.05	B4IV
292.17625	24.665	7405	6Alp Vul	183439	12069	4.44	1.5	M0III
298.365417	24.079722	7592	13    Vul	188260	NA	4.58	-0.06	B9.5III
								
#Reticulum
63.60625	-62.473889	1336	Alp Ret	27256	NA	3.35	0.91	G8II-III
64.120417	-59.301944	1355	Eps Ret	27442	NA	4.44	1.08	K2IVa
59.68625	-61.400278	1247	Del Ret	25422	NA	4.56	1.62	M2IIIab
60.224167	-62.159444	1264	Gam Ret	25705	Gam Ret	4.51	1.65	M4III
56.05	-64.806944	1175	Bet Ret	23817	NA	3.85	1.13	K2+III
63.60625	-62.473889	1336	Alp Ret	27256	NA	3.35	0.91	G8II-III
								
#Tucana
336.833333	-64.966389	8540	Del Tuc	212581	14158	4.48	-0.03	B9.5V
334.625417	-60.259722	8502	Alp Tuc	211416	NA	2.86	1.39	K3III
349.3575	-58.235833	8848	Gam Tuc	219571	NA	3.99	0.4	F1III
359.979167	-65.577222	9076	Eps Tuc	224686	NA	4.5	-0.08	B9IV
5.017917	-64.874722	77	Zet Tuc	1581	NA	4.23	0.58	F9V
7.88625	-62.958056	126	Bet1Tuc	2884	NA	4.37	-0.07	B9V
349.3575	-58.235833	8848	Gam Tuc	219571	NA	3.99	0.4	F1III
								
#Chaemeleon
124.631667	-76.919722	3318	Alp Cha	71243	NA	4.07	0.39	F5III
125.160417	-77.484444	3340	The Cha	71701	NA	4.35	1.16	K2IIICN0.5
161.315417	-80.469722	4231	Del1Cha	93779	NA	5.47	0.95	K0III
184.58625	-79.312222	4674	Bet Cha	106911	5532	4.26	-0.12	B5Vn
158.867083	-78.607778	4174	Gam Cha	92305	4913	4.11	1.58	M0III
124.631667	-76.919722	3318	Alp Cha	71243	NA	4.07	0.39	F5III
								
#Octans
341.51375	-81.381667	8630	Bet Oct	214846	NA	4.15	0.2	A9IV-V
216.72875	-83.667778	5339	Del Oct	124882	6636	4.32	1.31	K2III
325.36875	-77.39	8254	Nu  Oct	205478	NA	3.76	1	K0III
341.51375	-81.381667	8630	Bet Oct	214846	NA	4.15	0.2	A9IV-V
								
#Leo Minor
163.327917	34.215	4247	46    LMi	94264	4999	3.83	1.04	K0+III-IV
156.970833	36.707222	4100	31Bet LMi	90537	NA	4.21	0.9	G9IIIab
151.8575	35.244722	3974	21    LMi	87696	4736	4.48	0.18	A7V
								
#Coma Berenices
197.497083	17.529444	4968	42Alp Com	114378	6116	5.22	0.45	F5V
197.968333	27.878056	4983	43Bet Com	114710	NA	4.26	0.57	F9.5V
186.734583	28.268333	4737	15Gam Com	108381	NA	4.36	1.13	K1IIIFe0.5
								
#Sculptor
14.651667	-29.3575	280	Alp Scl	5737	359	4.31	-0.16	B7IIIp
357.231667	-28.130278	9016	Del Scl	223352	NA	4.57	0.01	A0V
349.705833	-32.531944	8863	Gam Scl	219784	NA	4.41	1.13	K1III
353.242917	-37.818333	8937	Bet Scl	221507	14608	4.37	-0.09	B9.5IVpHgMnEu
								
#Fornax
48.017917	-28.986944	963	Alp For	20010	1074	3.87	0.52	F8V
42.2725	-32.405833	841	Bet For	17652	NA	4.46	0.99	K0-IIIFe-0.5
31.1225	-29.296944	612	Nu  For	12767	Nu  For	4.69	-0.17	B9.5pSi
								
#Equuleus
318.955833	5.247778	8131	8Alp Equ	202447	NA	3.92	0.53	G0III+A5V
320.723333	6.811111	8178	10Bet Equ	203562	NA	5.16	0.05	A3V
318.620417	10.006944	8123	7Del Equ	202275	NA	4.49	0.5	F5V+G0V
317.585417	10.131667	8097	5Gam Equ	201601	Gam Equ	4.69	0.26	F0IIIp
								
#Taurus
51.203333	9.028889	1030	1Omi Tau	21120	1134	3.6	0.89	G6IIIFe-1
051.792500	 9.732778	1038	  2Xi  Tau	 21364	         	 3.74	-0.09	  B9Vn
60.17	12.490278	1239	35Lam Tau	25204	Lam Tau	3.47	-0.12	B3V+A4IV
64.948333	15.6275	1346	54Gam Tau	27371	1553	3.65	0.99	K0-IIIabCN1
067.143750	+15.962222	1411	 77The1Tau	 28307	         	 3.84	 0.95	  K0IIIbFe-0.5
68.98	16.509167	1457	87Alp Tau	29139	Alp Tau	0.85	1.54	K5+III
84.41125	21.1425	1910	123Zet Tau	37202	Zet Tau	3	-0.19	B4IIIpe
								
64.948333	15.6275	1346	54Gam Tau	27371	1553	3.65	0.99	K0-IIIabCN1
65.73375	17.5425	1373	61Del1Tau	27697	1582	3.76	0.98	K0-IIICN0.5
67.154167	19.180278	1409	74Eps Tau	28305	NA	3.53	1.01	G9.5IIICN0.5
81.572917	28.6075	1791	112Bet Tau	35497	NA	1.65	-0.13	B7III
								
051.792500	 9.732778	1038	  2Xi  Tau	 21364	         	 3.74	-0.09	  B9Vn
060.789167	 +5.989167	1251	 38Nu  Tau	 25490	         	 3.91	 0.03	  A1V
								
60.17	12.490278	1239	35Lam Tau	25204	Lam Tau	3.47	-0.12	B3V+A4IV
063.883750	 +8.892222	1320	 49Mu  Tau	 26912	         	 4.29	-0.06	  B3IV
								
#Camelopardalis
52.47875	58.878611	1040	NA	21389	NA	4.54	0.56	A0Ia
52.267083	59.940278	1035	NA	21291	1152	4.21	0.41	B9Ia
57.38	65.526111	1155	NA	23475	BE Cam	4.47	1.88	M2+IIab
57.589583	71.332222	1148	Gam Cam	23401	NA	4.63	0.03	A2IVn
73.5125	66.342778	1542	9Alp Cam	30614	NA	4.29	0.03	O9.5Ia
75.854583	60.442222	1603	10Bet Cam	31910	NA	4.03	0.92	G1Ib-IIa
74.321667	53.752222	1568	7    Cam	31278	NA	4.47	-0.02	A1V
								
#Horologium
44.699167	-64.071389	909	Bet Hor	18866	NA	4.99	0.13	A3-5IIIm:
45.903333	-59.737778	934	Mu  Hor	19319	NA	5.11	0.34	F0IV
40.165	-54.55	802	Zet Hor	16920	NA	5.21	0.4	F4IV
39.351667	-52.543056	778	Eta Hor	16555	NA	5.31	0.27	A6V
40.639583	-50.800278	810	Iot Hor	17051	NA	5.41	0.56	G0V
43.470417	-49.890278	868	NA	18242	R Hor	4	2.11	M7IIIe
63.500417	-42.294444	1326	Alp Hor	26967	NA	3.86	1.1	K1III
62.710833	-41.993611	1302	Del Hor	26612	NA	4.93	0.33	A9V